1.00,55.00,0.00,1.00,63.26,63.26,0.00,0.00
2.00,55.00,0.00,2.00,59.98,61.62,0.00,0.00
4.00,55.00,0.00,3.00,51.34,58.19,0.00,0.00
5.00,55.00,0.00,4.00,51.34,56.48,0.00,0.00
6.00,55.00,0.00,5.00,49.87,55.16,0.00,0.00
9.00,55.00,0.00,6.00,59.62,55.90,0.00,0.00
10.00,55.00,0.00,7.00,49.31,54.96,0.00,0.00
11.00,55.00,1.00,1.00,63.55,63.55,0.00,0.00
13.00,55.00,1.00,2.00,52.19,57.87,0.00,0.00
14.00,55.00,1.00,3.00,51.73,55.82,0.00,0.00
15.00,55.00,1.00,4.00,51.75,54.80,0.00,0.00
16.00,55.00,1.00,5.00,53.56,54.56,0.00,0.00
17.00,55.00,1.00,6.00,56.87,54.94,0.00,0.00
18.00,55.00,1.00,7.00,55.48,55.02,0.00,0.00
19.00,55.00,2.00,1.00,53.37,53.37,0.00,0.00
21.00,55.00,2.00,2.00,51.09,52.23,0.00,0.00
23.00,55.00,2.00,3.00,54.50,52.99,0.00,0.00
24.00,55.00,2.00,4.00,55.84,53.70,0.00,0.00
27.00,55.00,2.00,5.00,56.71,54.30,0.00,0.00
28.00,55.00,2.00,6.00,57.89,54.90,0.00,0.00
29.00,55.00,2.00,7.00,49.70,54.16,0.00,0.00
30.00,55.00,3.00,1.00,58.11,58.11,1.00,4.00
30.00,55.00,3.00,2.00,58.18,58.15,1.00,4.00
31.00,55.00,3.00,3.00,58.02,58.10,1.00,4.00
31.00,55.00,3.00,4.00,57.98,58.07,1.00,4.00
32.00,55.00,3.00,5.00,49.98,56.45,0.00,0.00
36.00,55.00,3.00,6.00,53.57,55.97,0.00,0.00
37.00,55.00,3.00,7.00,50.47,55.19,0.00,0.00
38.00,55.00,4.00,1.00,59.26,59.26,0.00,0.00
39.00,55.00,4.00,2.00,55.60,57.43,0.00,0.00
40.00,55.00,4.00,3.00,50.83,55.23,0.00,0.00
41.00,55.00,4.00,4.00,56.43,55.53,0.00,0.00
43.00,55.00,4.00,5.00,62.64,56.95,1.00,5.00
43.00,55.00,4.00,6.00,61.13,57.65,1.00,5.00
44.00,55.00,4.00,7.00,52.88,56.97,0.00,0.00
44.00,55.00,5.00,1.00,61.49,61.49,1.00,5.00
45.00,55.00,5.00,2.00,58.94,60.21,0.00,0.00
45.00,55.00,5.00,3.00,61.99,60.81,1.00,5.00
46.00,55.00,5.00,4.00,53.68,59.02,1.00,2.00
46.00,55.00,5.00,5.00,51.56,57.53,1.00,2.00
47.00,55.00,5.00,6.00,56.80,57.41,0.00,0.00
47.00,55.00,5.00,7.00,52.00,56.64,1.00,2.00
48.00,55.00,6.00,1.00,57.20,57.20,0.00,0.00
48.00,55.00,6.00,2.00,53.38,55.29,1.00,2.00
49.00,55.00,6.00,3.00,51.77,54.12,0.00,0.00
51.00,55.00,6.00,4.00,60.63,55.75,0.00,0.00
53.00,55.00,6.00,5.00,62.42,57.08,0.00,0.00
55.00,55.00,6.00,6.00,62.83,58.04,0.00,0.00
56.00,55.00,6.00,7.00,50.33,56.94,0.00,0.00
59.00,55.00,7.00,1.00,53.88,53.88,0.00,0.00
60.00,55.00,7.00,2.00,54.83,54.36,0.00,0.00
61.00,55.00,7.00,3.00,53.07,53.93,0.00,0.00
62.00,55.00,7.00,4.00,61.43,55.80,0.00,0.00
63.00,55.00,7.00,5.00,54.35,55.51,0.00,0.00
69.00,55.00,7.00,6.00,63.80,56.89,0.00,0.00
71.00,55.00,7.00,7.00,51.98,56.19,1.00,2.00
71.00,55.00,8.00,1.00,51.11,51.11,1.00,2.00
72.00,55.00,8.00,2.00,53.21,52.16,1.00,2.00
72.00,55.00,8.00,3.00,51.94,52.09,1.00,2.00
73.00,55.00,8.00,4.00,49.08,51.34,1.00,1.00
73.00,55.00,8.00,5.00,50.12,51.09,1.00,1.00
74.00,55.00,8.00,6.00,59.60,52.51,0.00,0.00
74.00,55.00,8.00,7.00,49.68,52.11,1.00,1.00
75.00,55.00,9.00,1.00,59.94,59.94,0.00,0.00
75.00,55.00,9.00,2.00,49.52,54.73,1.00,1.00
76.00,55.00,9.00,3.00,60.57,56.67,0.00,0.00
77.00,55.00,9.00,4.00,50.11,55.03,0.00,0.00
83.00,55.00,9.00,5.00,49.95,54.02,0.00,0.00
86.00,55.00,9.00,6.00,59.94,55.00,0.00,0.00
87.00,55.00,9.00,7.00,58.56,55.51,1.00,4.00
87.00,55.00,10.00,1.00,58.35,58.35,1.00,4.00
88.00,55.00,10.00,2.00,62.31,60.33,0.00,0.00
88.00,55.00,10.00,3.00,57.14,59.27,1.00,4.00
89.00,55.00,10.00,4.00,57.97,58.94,1.00,4.00
90.00,55.00,10.00,5.00,50.79,57.31,0.00,0.00
91.00,55.00,10.00,6.00,59.70,57.71,0.00,0.00
94.00,55.00,10.00,7.00,60.56,58.12,0.00,0.00
95.00,55.00,11.00,1.00,56.41,56.41,0.00,0.00
96.00,55.00,11.00,2.00,56.84,56.62,1.00,3.00
96.00,55.00,11.00,3.00,56.08,56.44,1.00,3.00
97.00,55.00,11.00,4.00,54.38,55.93,1.00,3.00
97.00,55.00,11.00,5.00,54.62,55.67,1.00,3.00
99.00,55.00,11.00,6.00,50.62,54.82,0.00,0.00
102.00,55.00,11.00,7.00,53.72,54.67,0.00,0.00
103.00,55.00,12.00,1.00,56.63,56.63,0.00,0.00
104.00,55.00,12.00,2.00,62.61,59.62,1.00,5.00
104.00,55.00,12.00,3.00,61.95,60.40,1.00,5.00
105.00,55.00,12.00,4.00,52.74,58.48,1.00,2.00
105.00,55.00,12.00,5.00,53.88,57.56,1.00,2.00
106.00,55.00,12.00,6.00,55.16,57.16,0.00,0.00
106.00,55.00,12.00,7.00,53.66,56.66,1.00,2.00
107.00,55.00,13.00,1.00,53.96,53.96,1.00,2.00
107.00,55.00,13.00,2.00,61.23,57.60,1.00,5.00
108.00,55.00,13.00,3.00,52.43,55.88,0.00,0.00
108.00,55.00,13.00,4.00,61.03,57.17,1.00,5.00
109.00,55.00,13.00,5.00,50.15,55.76,0.00,0.00
111.00,55.00,13.00,6.00,51.42,55.04,0.00,0.00
116.00,55.00,13.00,7.00,61.06,55.90,0.00,0.00
118.00,55.00,14.00,1.00,62.39,62.39,0.00,0.00
119.00,55.00,14.00,2.00,57.09,59.74,0.00,0.00
120.00,55.00,14.00,3.00,61.11,60.20,0.00,0.00
121.00,55.00,14.00,4.00,62.44,60.76,0.00,0.00
123.00,55.00,14.00,5.00,50.65,58.74,1.00,1.00
123.00,55.00,14.00,6.00,49.47,57.19,1.00,1.00
124.00,55.00,14.00,7.00,49.38,56.08,1.00,1.00
124.00,55.00,15.00,1.00,50.74,50.74,1.00,1.00
125.00,55.00,15.00,2.00,52.42,51.58,1.00,2.00
125.00,55.00,15.00,3.00,53.77,52.31,1.00,2.00
126.00,55.00,15.00,4.00,61.27,54.55,0.00,0.00
126.00,55.00,15.00,5.00,51.80,54.00,1.00,2.00
127.00,55.00,15.00,6.00,61.91,55.32,1.00,5.00
127.00,55.00,15.00,7.00,62.07,56.28,1.00,5.00
128.00,55.00,16.00,1.00,53.35,53.35,1.00,2.00
128.00,55.00,16.00,2.00,61.12,57.23,1.00,5.00
129.00,55.00,16.00,3.00,62.95,59.14,1.00,5.00
130.00,55.00,16.00,4.00,55.26,58.17,0.00,0.00
131.00,55.00,16.00,5.00,52.33,57.00,0.00,0.00
136.00,55.00,16.00,6.00,56.78,56.96,0.00,0.00
137.00,55.00,16.00,7.00,59.55,57.33,0.00,0.00
138.00,55.00,17.00,1.00,54.45,54.45,0.00,0.00
141.00,55.00,17.00,2.00,52.78,53.62,0.00,0.00
142.00,55.00,17.00,3.00,56.46,54.56,0.00,0.00
143.00,55.00,17.00,4.00,53.51,54.30,0.00,0.00
145.00,55.00,17.00,5.00,49.55,53.35,0.00,0.00
146.00,55.00,17.00,6.00,58.14,54.15,1.00,4.00
146.00,55.00,17.00,7.00,58.50,54.77,1.00,4.00
147.00,55.00,18.00,1.00,56.54,56.54,0.00,0.00
147.00,55.00,18.00,2.00,58.55,57.54,1.00,4.00
148.00,55.00,18.00,3.00,49.77,54.95,0.00,0.00
148.00,55.00,18.00,4.00,57.42,55.57,1.00,4.00
149.00,55.00,18.00,5.00,53.18,55.09,0.00,0.00
151.00,55.00,18.00,6.00,52.59,54.68,0.00,0.00
152.00,55.00,18.00,7.00,51.17,54.17,0.00,0.00
153.00,55.00,19.00,1.00,56.34,56.34,0.00,0.00
155.00,55.00,19.00,2.00,52.63,54.49,0.00,0.00
160.00,55.00,19.00,3.00,54.52,54.50,0.00,0.00
162.00,55.00,19.00,4.00,58.50,55.50,0.00,0.00
163.00,55.00,19.00,5.00,57.04,55.81,0.00,0.00
164.00,55.00,19.00,6.00,50.35,54.90,0.00,0.00
166.00,55.00,19.00,7.00,53.81,54.74,1.00,2.00
166.00,55.00,20.00,1.00,52.56,52.56,1.00,2.00
167.00,55.00,20.00,2.00,51.80,52.18,0.00,0.00
167.00,55.00,20.00,3.00,53.27,52.54,1.00,2.00
168.00,55.00,20.00,4.00,53.85,52.87,1.00,2.00
169.00,55.00,20.00,5.00,57.86,53.87,1.00,4.00
169.00,55.00,20.00,6.00,58.48,54.64,1.00,4.00
170.00,55.00,20.00,7.00,59.16,55.28,0.00,0.00
170.00,55.00,21.00,1.00,59.92,59.92,1.00,4.00
171.00,55.00,21.00,2.00,49.25,54.59,0.00,0.00
171.00,55.00,21.00,3.00,59.08,56.08,1.00,4.00
172.00,55.00,21.00,4.00,56.68,56.23,1.00,3.00
