0.00,55.00,0.00,1.00,54.62,54.62,0.00,0.00
1.00,55.00,0.00,2.00,63.26,58.94,0.00,0.00
2.00,55.00,0.00,3.00,59.98,59.29,0.00,0.00
3.00,55.00,0.00,4.00,57.98,58.96,0.00,0.00
4.00,55.00,0.00,5.00,51.34,57.44,0.00,0.00
5.00,55.00,0.00,6.00,51.34,56.42,0.00,0.00
36.00,55.00,0.00,7.00,53.57,56.01,1.00,5.00
36.00,55.00,1.00,1.00,51.56,51.56,1.00,5.00
37.00,55.00,1.00,2.00,50.47,51.01,0.00,0.00
37.00,55.00,1.00,3.00,52.00,51.34,1.00,5.00
38.00,55.00,1.00,4.00,59.26,53.32,0.00,0.00
38.00,55.00,1.00,5.00,53.38,53.33,1.00,5.00
39.00,55.00,1.00,6.00,51.09,52.96,1.00,5.00
39.00,55.00,1.00,7.00,53.37,53.02,1.00,5.00
40.00,55.00,2.00,1.00,50.83,50.83,0.00,0.00
40.00,55.00,2.00,2.00,53.56,52.20,1.00,5.00
41.00,55.00,2.00,3.00,56.43,53.61,0.00,0.00
41.00,55.00,2.00,4.00,51.75,53.14,1.00,5.00
42.00,55.00,2.00,5.00,51.73,52.86,1.00,5.00
42.00,55.00,2.00,6.00,52.19,52.75,1.00,5.00
74.00,55.00,2.00,7.00,59.60,53.73,1.00,13.00
74.00,55.00,3.00,1.00,57.14,57.14,1.00,13.00
75.00,55.00,3.00,2.00,59.94,58.54,0.00,0.00
75.00,55.00,3.00,3.00,57.97,58.35,1.00,13.00
76.00,55.00,3.00,4.00,60.57,58.90,0.00,0.00
76.00,55.00,3.00,5.00,57.20,58.56,1.00,13.00
77.00,55.00,3.00,6.00,50.11,57.15,1.00,1.00
77.00,55.00,3.00,7.00,49.08,56.00,1.00,1.00
78.00,55.00,4.00,1.00,54.38,54.38,0.00,0.00
78.00,55.00,4.00,2.00,58.94,56.66,1.00,13.00
79.00,55.00,4.00,3.00,50.74,54.68,0.00,0.00
79.00,55.00,4.00,4.00,58.11,55.54,1.00,13.00
80.00,55.00,4.00,5.00,61.95,56.82,0.00,0.00
80.00,55.00,4.00,6.00,57.89,57.00,1.00,13.00
81.00,55.00,4.00,7.00,50.12,56.02,1.00,1.00
81.00,55.00,5.00,1.00,58.18,58.18,1.00,13.00
82.00,55.00,5.00,2.00,53.96,56.07,0.00,0.00
82.00,55.00,5.00,3.00,59.62,57.25,1.00,13.00
83.00,55.00,5.00,4.00,49.95,55.43,0.00,0.00
83.00,55.00,5.00,5.00,58.02,55.95,1.00,13.00
84.00,55.00,5.00,6.00,53.66,55.57,0.00,0.00
84.00,55.00,5.00,7.00,49.68,54.73,1.00,1.00
85.00,55.00,6.00,1.00,53.88,53.88,0.00,0.00
85.00,55.00,6.00,2.00,50.33,52.10,1.00,1.00
86.00,55.00,6.00,3.00,59.94,54.72,0.00,0.00
86.00,55.00,6.00,4.00,49.52,53.42,1.00,1.00
87.00,55.00,6.00,5.00,58.56,54.45,0.00,0.00
87.00,55.00,6.00,6.00,49.98,53.70,1.00,1.00
88.00,55.00,6.00,7.00,62.31,54.93,1.00,17.00
88.00,55.00,7.00,1.00,61.23,61.23,1.00,17.00
89.00,55.00,7.00,2.00,56.08,58.66,0.00,0.00
89.00,55.00,7.00,3.00,61.03,59.45,1.00,17.00
90.00,55.00,7.00,4.00,50.79,57.29,0.00,0.00
90.00,55.00,7.00,5.00,61.43,58.11,1.00,17.00
91.00,55.00,7.00,6.00,49.70,56.71,1.00,1.00
91.00,55.00,7.00,7.00,49.31,55.65,1.00,1.00
92.00,55.00,8.00,1.00,60.41,60.41,0.00,0.00
92.00,55.00,8.00,2.00,62.83,61.62,1.00,17.00
93.00,55.00,8.00,3.00,57.42,60.22,0.00,0.00
93.00,55.00,8.00,4.00,49.87,57.63,1.00,1.00
94.00,55.00,8.00,5.00,60.56,58.22,0.00,0.00
94.00,55.00,8.00,6.00,62.42,58.92,1.00,17.00
95.00,55.00,8.00,7.00,56.41,58.56,1.00,9.00
95.00,55.00,9.00,1.00,54.35,54.35,1.00,9.00
96.00,55.00,9.00,2.00,56.84,55.60,0.00,0.00
96.00,55.00,9.00,3.00,54.83,55.34,1.00,9.00
97.00,55.00,9.00,4.00,55.41,55.36,0.00,0.00
97.00,55.00,9.00,5.00,56.80,55.65,1.00,9.00
98.00,55.00,9.00,6.00,49.38,54.60,0.00,0.00
98.00,55.00,9.00,7.00,62.64,55.75,1.00,17.00
99.00,55.00,10.00,1.00,50.62,50.62,0.00,0.00
99.00,55.00,10.00,2.00,61.13,55.87,1.00,17.00
100.00,55.00,10.00,3.00,49.47,53.74,0.00,0.00
100.00,55.00,10.00,4.00,61.49,55.68,1.00,17.00
101.00,55.00,10.00,5.00,58.55,56.25,0.00,0.00
101.00,55.00,10.00,6.00,55.60,56.14,1.00,9.00
102.00,55.00,10.00,7.00,53.72,55.80,1.00,5.00
102.00,55.00,11.00,1.00,51.98,51.98,1.00,5.00
103.00,55.00,11.00,2.00,56.63,54.30,0.00,0.00
103.00,55.00,11.00,3.00,61.99,56.87,1.00,17.00
104.00,55.00,11.00,4.00,62.61,58.30,0.00,0.00
104.00,55.00,11.00,5.00,51.11,56.87,1.00,5.00
105.00,55.00,11.00,6.00,52.74,56.18,0.00,0.00
105.00,55.00,11.00,7.00,53.21,55.75,1.00,5.00
106.00,55.00,12.00,1.00,55.16,55.16,0.00,0.00
106.00,55.00,12.00,2.00,56.71,55.93,1.00,9.00
107.00,55.00,12.00,3.00,60.33,57.40,0.00,0.00
107.00,55.00,12.00,4.00,53.07,56.32,1.00,5.00
108.00,55.00,12.00,5.00,52.43,55.54,0.00,0.00
108.00,55.00,12.00,6.00,55.84,55.59,1.00,9.00
109.00,55.00,12.00,7.00,54.50,55.43,1.00,9.00
109.00,55.00,13.00,1.00,55.48,55.48,1.00,9.00
110.00,55.00,13.00,2.00,53.35,54.41,0.00,0.00
