0.00,55.00,0.00,1.00,54.62,54.62,0.00,0.00
2.00,55.00,0.00,2.00,59.98,57.30,0.00,0.00
3.00,55.00,0.00,3.00,57.98,57.53,0.00,0.00
4.00,55.00,0.00,4.00,51.34,55.98,0.00,0.00
6.00,55.00,0.00,5.00,49.87,54.76,0.00,0.00
7.00,55.00,0.00,6.00,61.99,55.96,0.00,0.00
8.00,55.00,0.00,7.00,58.02,56.26,0.00,0.00
9.00,55.00,1.00,1.00,59.62,59.62,0.00,0.00
16.00,55.00,1.00,2.00,53.56,56.59,0.00,0.00
19.00,55.00,1.00,3.00,53.37,55.52,0.00,0.00
23.00,55.00,1.00,4.00,54.50,55.26,0.00,0.00
25.00,55.00,1.00,5.00,60.78,56.37,0.00,0.00
26.00,55.00,1.00,6.00,52.00,55.64,0.00,0.00
29.00,55.00,1.00,7.00,49.70,54.79,0.00,0.00
30.00,55.00,2.00,1.00,58.11,58.11,0.00,0.00
31.00,55.00,2.00,2.00,51.56,54.84,0.00,0.00
32.00,55.00,2.00,3.00,49.98,53.22,0.00,0.00
35.00,55.00,2.00,4.00,61.13,55.19,0.00,0.00
36.00,55.00,2.00,5.00,53.57,54.87,0.00,0.00
38.00,55.00,2.00,6.00,59.26,55.60,0.00,0.00
40.00,55.00,2.00,7.00,50.83,54.92,0.00,0.00
43.00,55.00,3.00,1.00,62.64,62.64,0.00,0.00
45.00,55.00,3.00,2.00,58.94,60.79,0.00,0.00
48.00,55.00,3.00,3.00,57.20,59.59,0.00,0.00
49.00,55.00,3.00,4.00,51.77,57.64,0.00,0.00
51.00,55.00,3.00,5.00,60.63,58.24,0.00,0.00
59.00,55.00,3.00,6.00,53.88,57.51,0.00,0.00
61.00,55.00,3.00,7.00,53.07,56.88,0.00,0.00
62.00,55.00,4.00,1.00,61.43,61.43,0.00,0.00
64.00,55.00,4.00,2.00,53.21,57.32,1.00,2.00
64.00,55.00,4.00,3.00,51.94,55.53,1.00,2.00
65.00,55.00,4.00,4.00,57.14,55.93,0.00,0.00
65.00,55.00,4.00,5.00,53.68,55.48,1.00,2.00
66.00,55.00,4.00,6.00,52.88,55.05,1.00,2.00
