1.00,55.00,0.00,1.00,63.26,63.26,0.00,0.00
6.00,55.00,0.00,2.00,49.87,56.57,0.00,0.00
7.00,55.00,0.00,3.00,61.99,58.37,0.00,0.00
10.00,55.00,0.00,4.00,49.31,56.11,0.00,0.00
12.00,55.00,0.00,5.00,61.49,57.18,0.00,0.00
13.00,55.00,0.00,6.00,52.19,56.35,0.00,0.00
14.00,55.00,0.00,7.00,51.73,55.69,0.00,0.00
16.00,55.00,1.00,1.00,53.56,53.56,0.00,0.00
20.00,55.00,1.00,2.00,58.18,55.87,0.00,0.00
21.00,55.00,1.00,3.00,51.09,54.28,0.00,0.00
22.00,55.00,1.00,4.00,53.38,54.05,0.00,0.00
23.00,55.00,1.00,5.00,54.50,54.14,0.00,0.00
27.00,55.00,1.00,6.00,56.71,54.57,0.00,0.00
28.00,55.00,1.00,7.00,57.89,55.04,0.00,0.00
29.00,55.00,2.00,1.00,49.70,49.70,0.00,0.00
31.00,55.00,2.00,2.00,51.56,50.63,0.00,0.00
38.00,55.00,2.00,3.00,59.26,53.51,0.00,0.00
42.00,55.00,2.00,4.00,49.52,52.51,0.00,0.00
43.00,55.00,2.00,5.00,62.64,54.53,0.00,0.00
45.00,55.00,2.00,6.00,58.94,55.27,0.00,0.00
47.00,55.00,2.00,7.00,56.80,55.49,0.00,0.00
48.00,55.00,3.00,1.00,57.20,57.20,0.00,0.00
49.00,55.00,3.00,2.00,51.77,54.49,0.00,0.00
50.00,55.00,3.00,3.00,63.54,57.51,0.00,0.00
54.00,55.00,3.00,4.00,57.97,57.62,0.00,0.00
55.00,55.00,3.00,5.00,62.83,58.66,0.00,0.00
58.00,55.00,3.00,6.00,49.68,57.17,0.00,0.00
59.00,55.00,3.00,7.00,53.88,56.70,0.00,0.00
60.00,55.00,4.00,1.00,54.83,54.83,0.00,0.00
61.00,55.00,4.00,2.00,53.07,53.95,0.00,0.00
62.00,55.00,4.00,3.00,61.43,56.44,0.00,0.00
64.00,55.00,4.00,4.00,53.21,55.64,1.00,5.00
64.00,55.00,4.00,5.00,51.94,54.90,1.00,5.00
65.00,55.00,4.00,6.00,53.68,54.69,1.00,5.00
65.00,55.00,4.00,7.00,52.88,54.43,1.00,5.00
66.00,55.00,5.00,1.00,53.57,53.57,1.00,5.00
66.00,55.00,5.00,2.00,52.00,52.78,1.00,5.00
67.00,55.00,5.00,3.00,61.03,55.53,0.00,0.00
67.00,55.00,5.00,4.00,53.37,54.99,1.00,5.00
68.00,55.00,5.00,5.00,50.12,54.02,0.00,0.00
68.00,55.00,5.00,6.00,51.75,53.64,1.00,5.00
69.00,55.00,5.00,7.00,63.80,55.09,0.00,0.00
69.00,55.00,6.00,1.00,51.34,51.34,1.00,5.00
70.00,55.00,6.00,2.00,60.58,55.96,0.00,0.00
70.00,55.00,6.00,3.00,51.34,54.42,1.00,5.00
76.00,55.00,6.00,4.00,60.57,55.96,0.00,0.00
77.00,55.00,6.00,5.00,50.11,54.79,0.00,0.00
78.00,55.00,6.00,6.00,54.38,54.72,0.00,0.00
81.00,55.00,6.00,7.00,58.35,55.24,0.00,0.00
82.00,55.00,7.00,1.00,53.96,53.96,0.00,0.00
