1.00,55.00,0.00,1.00,56.53,56.53,0.00,0.00
3.00,55.00,0.00,2.00,46.41,51.47,0.00,0.00
6.00,55.00,0.00,3.00,49.75,50.90,0.00,0.00
7.00,55.00,0.00,4.00,59.78,53.12,0.00,0.00
8.00,55.00,0.00,5.00,58.86,54.27,0.00,0.00
10.00,55.00,0.00,6.00,50.21,53.59,0.00,0.00
12.00,55.00,0.00,7.00,56.70,54.03,0.00,0.00
13.00,55.00,1.00,1.00,57.86,57.86,1.00,4.00
13.00,55.00,1.00,2.00,58.85,58.35,1.00,4.00
14.00,55.00,1.00,3.00,49.18,55.30,0.00,0.00
14.00,55.00,1.00,4.00,57.63,55.88,1.00,4.00
15.00,55.00,1.00,5.00,49.86,54.68,0.00,0.00
15.00,55.00,1.00,6.00,58.81,55.37,1.00,4.00
18.00,55.00,1.00,7.00,47.93,54.30,0.00,0.00
19.00,55.00,2.00,1.00,52.27,52.27,0.00,0.00
20.00,55.00,2.00,2.00,53.68,52.97,0.00,0.00
21.00,55.00,2.00,3.00,57.30,54.42,0.00,0.00
22.00,55.00,2.00,4.00,52.82,54.02,0.00,0.00
24.00,55.00,2.00,5.00,53.77,53.97,0.00,0.00
25.00,55.00,2.00,6.00,47.77,52.94,0.00,0.00
26.00,55.00,2.00,7.00,59.07,53.81,0.00,0.00
29.00,55.00,3.00,1.00,52.42,52.42,0.00,0.00
30.00,55.00,3.00,2.00,49.83,51.13,0.00,0.00
32.00,55.00,3.00,3.00,54.91,52.39,0.00,0.00
33.00,55.00,3.00,4.00,53.40,52.64,0.00,0.00
34.00,55.00,3.00,5.00,57.81,53.67,0.00,0.00
35.00,55.00,3.00,6.00,56.78,54.19,1.00,3.00
35.00,55.00,3.00,7.00,56.36,54.50,1.00,3.00
36.00,55.00,4.00,1.00,56.67,56.67,0.00,0.00
36.00,55.00,4.00,2.00,54.23,55.45,1.00,3.00
37.00,55.00,4.00,3.00,56.53,55.81,0.00,0.00
37.00,55.00,4.00,4.00,54.45,55.47,1.00,3.00
