0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,1,0
0,1,0,0,1,1,0
0,1,0,0,2,1,0
0,2,0,0,2,1,0
1,2,0,0,2,1,0
1,2,0,0,2,2,0
1,2,1,0,2,2,0
1,2,2,0,2,2,0
1,2,3,0,2,2,0
1,2,4,0,2,2,0
1,2,4,1,2,2,0
1,2,4,2,2,2,0
1,2,5,2,2,2,0
1,2,5,2,3,2,0
1,2,6,2,3,2,0
1,2,7,2,3,2,0
1,2,7,3,3,2,0
1,2,7,4,3,2,0
2,2,7,4,3,2,0
2,2,8,4,3,2,0
2,2,8,5,3,2,0
2,2,8,5,4,2,0
2,3,8,5,4,2,0
2,3,8,5,5,2,0
2,3,9,5,5,2,0
2,4,9,5,5,2,0
3,4,9,5,5,2,0
4,4,9,5,5,2,0
4,4,9,5,5,3,0
4,4,10,5,5,3,0
4,5,10,5,5,3,0
4,5,10,5,6,3,0
4,5,10,6,6,3,0
4,6,10,6,6,3,0
4,6,10,7,6,3,0
4,7,10,7,6,3,0
4,7,10,7,6,4,0
4,7,9,7,6,4,0
4,7,8,7,6,4,0
4,7,7,7,6,4,0
4,7,6,7,6,4,0
4,7,5,7,6,4,0
4,7,4,7,6,4,0
4,7,3,7,6,4,0
5,7,1,7,6,4,0
5,7,0,7,6,4,0
5,7,0,7,6,4,0
5,7,0,7,6,4,0
5,7,0,7,6,5,0
5,7,0,7,6,5,0
5,7,1,7,6,5,0
5,8,1,7,6,5,0
5,8,2,7,6,5,0
5,8,2,8,6,5,0
5,8,3,8,6,5,0
5,8,3,8,6,6,0
5,8,3,9,6,6,0
5,8,4,9,6,6,0
5,8,4,9,7,6,0
5,8,5,9,7,6,0
5,8,5,9,7,7,0
5,9,5,9,7,7,0
6,9,5,9,7,7,0
7,9,5,9,7,7,0
7,9,6,9,7,7,0
7,10,6,9,7,7,0
7,10,6,9,7,8,0
7,10,6,9,8,8,0
7,10,6,9,9,8,0
8,10,6,9,9,8,0
8,9,6,9,9,8,0
8,8,6,9,9,8,0
9,6,6,9,9,8,0
9,4,6,9,9,9,0
9,3,6,9,9,9,0
9,2,6,9,9,9,0
10,0,6,9,9,9,0
10,0,7,9,9,9,0
10,0,8,9,9,9,0
10,0,8,9,10,9,0
10,0,8,9,9,9,0
10,0,8,9,8,9,0
10,0,8,9,7,9,0
10,1,8,9,5,9,0
10,1,8,9,4,9,0
10,1,8,9,3,9,0
10,1,8,9,2,9,0
11,1,8,9,0,9,0
11,1,8,9,0,9,0
11,1,8,9,0,9,0
11,1,8,9,0,9,0
11,1,8,9,0,9,0
11,1,8,9,0,9,0
11,2,8,9,0,9,0
11,2,8,9,1,9,0
11,2,9,9,1,9,0
11,2,9,10,1,9,0
11,2,9,10,1,10,0
11,2,10,10,1,10,0
11,2,10,9,1,10,0
11,2,10,8,1,10,0
11,2,10,7,1,10,0
11,2,10,6,1,10,0
11,2,10,5,1,10,0
11,2,10,4,1,10,0
11,2,10,3,1,10,0
11,2,10,1,1,11,0
11,2,10,0,1,11,0
11,2,10,0,1,10,0
12,2,10,0,1,8,0
12,2,10,0,1,7,0
12,2,10,0,1,6,0
12,2,10,0,1,5,0
13,2,10,0,1,3,0
13,2,10,0,1,2,0
13,2,10,0,1,1,0
13,3,10,0,1,0,0
13,3,9,0,1,0,0
13,3,8,0,1,0,0
13,3,7,0,1,0,0
13,3,6,0,1,0,0
13,3,5,0,1,0,0
13,3,4,0,1,0,0
13,3,2,1,1,0,0
14,3,0,1,1,0,0
14,3,0,1,1,0,0
14,3,0,1,1,0,0
14,3,0,1,1,0,0
14,3,0,1,1,0,0
14,3,0,1,1,0,0
14,3,0,1,2,0,0
14,3,0,2,2,0,0
15,3,0,2,2,0,0
16,3,0,2,2,0,0
16,3,1,2,2,0,0
16,3,1,3,2,0,0
16,3,2,3,2,0,0
16,3,3,3,2,0,0
16,4,3,3,2,0,0
16,4,3,3,3,0,0
16,4,3,4,3,0,0
16,5,3,4,3,0,0
16,5,4,4,3,0,0
16,5,4,4,3,1,0
16,5,5,4,3,1,0
16,5,6,4,3,1,0
16,5,6,5,3,1,0
17,5,6,5,3,1,0
17,5,7,5,3,1,0
17,5,7,5,4,1,0
18,5,7,5,4,1,0
18,5,8,5,4,1,0
18,5,8,5,5,1,0
18,5,8,6,5,1,0
18,5,8,6,6,1,0
18,5,8,6,7,1,0
18,5,8,6,8,1,0
18,6,8,6,8,1,0
18,6,8,6,8,2,0
18,6,9,6,8,2,0
18,6,10,6,8,2,0
18,7,10,6,8,2,0
18,7,10,6,9,2,0
18,7,10,6,10,2,0
18,8,10,6,10,2,0
18,8,10,7,10,2,0
18,8,9,7,10,2,0
18,8,8,7,10,2,0
18,8,7,7,10,2,0
18,8,6,7,10,2,0
18,8,5,7,10,2,0
18,8,4,7,10,2,0
18,8,3,7,10,2,0
18,8,1,8,10,2,0
18,8,0,8,10,2,0
18,8,0,8,10,2,0
18,8,0,8,10,2,0
18,8,0,8,10,2,0
18,8,0,8,9,2,0
18,8,0,8,8,2,0
18,8,0,8,7,2,0
18,8,0,9,5,2,0
18,8,0,9,4,2,0
18,8,0,9,3,2,0
18,8,0,9,2,2,0
18,8,0,9,0,3,0
18,8,0,9,0,3,0
18,8,0,9,0,3,0
18,8,0,9,0,3,0
18,8,0,9,0,3,0
18,8,0,9,0,4,0
18,8,0,9,0,5,0
19,8,0,9,0,5,0
19,8,0,9,1,5,0
19,8,0,9,1,5,0
19,8,1,9,1,5,0
19,8,1,9,1,6,0
19,8,1,9,2,6,0
19,9,1,9,2,6,0
19,10,1,9,2,6,0
19,10,1,9,3,6,0
19,9,1,9,3,6,0
19,8,1,9,3,6,0
19,7,1,9,3,6,0
19,5,1,9,4,6,0
19,4,1,9,4,6,0
19,3,1,9,4,6,0
19,2,1,9,4,6,0
19,0,2,9,4,6,0
19,0,2,9,4,6,0
19,0,2,9,4,6,0
19,0,2,9,4,6,0
19,0,2,9,4,6,0
19,0,2,9,5,6,0
19,0,2,9,6,6,0
19,0,2,9,6,6,0
19,0,2,10,6,6,0
19,0,3,10,6,6,0
19,0,4,10,6,6,0
20,0,4,10,6,6,0
20,0,4,9,6,6,0
20,0,4,8,6,6,0
20,0,4,7,6,6,0
21,0,4,5,6,6,0
21,0,4,4,6,6,0
21,0,4,3,6,6,0
21,0,4,2,6,6,0
21,0,5,0,6,6,0
21,0,5,0,6,6,0
21,0,5,0,6,6,0
21,0,5,0,6,6,0
21,0,5,0,6,6,0
21,0,5,0,6,6,0
22,0,5,0,6,6,0
23,0,5,0,6,6,0
23,0,5,0,6,7,0
23,0,5,1,6,7,0
23,1,5,1,6,7,0
23,1,5,1,6,8,0
23,1,5,2,6,8,0
24,1,5,2,6,8,0
25,1,5,2,6,8,0
25,1,5,2,6,9,0
25,1,6,2,6,9,0
25,1,6,3,6,9,0
25,1,6,3,6,10,0
25,1,7,3,6,10,0
25,1,8,3,6,10,0
25,1,8,3,7,10,0
26,1,8,3,7,10,0
26,1,8,3,8,10,0
26,1,8,3,9,10,0
26,2,8,3,9,10,0
