0.00,55.00,0.00,1.00,58.81,58.81,0.00,0.00
1.00,55.00,0.00,2.00,56.53,57.67,0.00,0.00
6.00,55.00,0.00,3.00,49.75,55.03,0.00,0.00
7.00,55.00,0.00,4.00,59.78,56.22,0.00,0.00
9.00,55.00,0.00,5.00,49.49,54.87,0.00,0.00
10.00,55.00,0.00,6.00,50.21,54.09,0.00,0.00
12.00,55.00,0.00,7.00,56.70,54.47,0.00,0.00
13.00,55.00,1.00,1.00,57.86,57.86,0.00,0.00
16.00,55.00,1.00,2.00,48.61,53.23,0.00,0.00
17.00,55.00,1.00,3.00,52.39,52.95,0.00,0.00
18.00,55.00,1.00,4.00,47.93,51.70,0.00,0.00
20.00,55.00,1.00,5.00,53.68,52.09,0.00,0.00
21.00,55.00,1.00,6.00,57.30,52.96,1.00,4.00
21.00,55.00,1.00,7.00,58.85,53.80,1.00,4.00
22.00,55.00,2.00,1.00,52.82,52.82,0.00,0.00
22.00,55.00,2.00,2.00,58.86,55.84,1.00,4.00
23.00,55.00,2.00,3.00,57.63,56.44,1.00,4.00
24.00,55.00,2.00,4.00,53.77,55.77,0.00,0.00
25.00,55.00,2.00,5.00,47.77,54.17,0.00,0.00
26.00,55.00,2.00,6.00,59.07,54.99,0.00,0.00
27.00,55.00,2.00,7.00,51.18,54.44,0.00,0.00
29.00,55.00,3.00,1.00,52.42,52.42,0.00,0.00
30.00,55.00,3.00,2.00,49.83,51.13,0.00,0.00
31.00,55.00,3.00,3.00,56.36,52.87,0.00,0.00
32.00,55.00,3.00,4.00,54.91,53.38,0.00,0.00
34.00,55.00,3.00,5.00,57.81,54.27,0.00,0.00
35.00,55.00,3.00,6.00,56.78,54.68,0.00,0.00
36.00,55.00,3.00,7.00,56.67,54.97,0.00,0.00
